Chr	gene	all	syn	lof	lof_SNV	mis	Mis_MetaSVM	Mis_CADD15	Mis_CADD20	Mis_MetaSVM_or_CADD15	Mis_MetaSVM_or_CADD20	SpliceSite	StopGain	StopLoss	Mis_mpc2	Mis_mpc2_and_MetaSVM	Mis_mpc2_or_MetaSVM
20	CPXM1	4.17073E-05	1.24118E-05	3.18303E-06	1.7865E-06	2.61125E-05	8.21971E-06	2.02469E-05	1.82489E-05	2.13744E-05	1.99552E-05	6.50344E-07	1.11723E-06	1.89315E-08	0	0	8.21971E-06
20	CRLS1	1.79413E-05	5.29923E-06	1.76494E-06	1.0012E-06	1.08771E-05	9.18445E-07	7.54473E-06	6.16665E-06	7.54473E-06	6.16777E-06	3.70271E-07	6.1099E-07	1.99362E-08	0	0	9.18445E-07
20	CRNKL1	4.23172E-05	1.08147E-05	5.42087E-06	2.74538E-06	2.60816E-05	2.6407E-06	2.01473E-05	1.77754E-05	2.01473E-05	1.77754E-05	5.84708E-07	2.1404E-06	2.02778E-08	0	0	2.6407E-06
20	CSE1L	3.52286E-05	9.05373E-06	4.14145E-06	2.44256E-06	2.20334E-05	4.28775E-06	2.02775E-05	1.81104E-05	2.02775E-05	1.81104E-05	1.07132E-06	1.35911E-06	1.21261E-08	0	0	4.28775E-06
20	CSNK2A1	1.83516E-05	4.08983E-06	3.56997E-06	1.8571E-06	1.06918E-05	1.26062E-06	1.0129E-05	9.42913E-06	1.0129E-05	9.42913E-06	4.72571E-07	1.37029E-06	1.4242E-08	7.04963E-06	1.25732E-06	7.05292E-06
20	CST1	6.90285E-06	2.04805E-06	5.08008E-07	2.81705E-07	4.34679E-06	4.70226E-08	2.03229E-06	1.53379E-06	2.03229E-06	1.5367E-06	8.26929E-08	1.81042E-07	1.79703E-08	0	0	4.70226E-08
20	CST11	5.14082E-06	1.34703E-06	7.32286E-07	3.82001E-07	3.06151E-06	5.93665E-08	1.16705E-06	9.42137E-07	1.16705E-06	9.42137E-07	8.37672E-08	2.80228E-07	1.80056E-08	0	0	5.93665E-08
20	CST2	6.75018E-06	1.69837E-06	9.61553E-07	4.83236E-07	4.09026E-06	3.69484E-08	1.9256E-06	1.50308E-06	1.9256E-06	1.50308E-06	8.25781E-08	3.82654E-07	1.80034E-08	0	0	3.69484E-08
20	CST3	1.06289E-05	3.55294E-06	5.65648E-07	3.20116E-07	6.51034E-06	8.26441E-08	3.37072E-06	3.05091E-06	3.37072E-06	3.05091E-06	1.05718E-07	1.96425E-07	1.7973E-08	0	0	8.26441E-08
20	CST4	6.85368E-06	1.92438E-06	6.63894E-07	3.51347E-07	4.26541E-06	4.94514E-08	1.57746E-06	1.33857E-06	1.57746E-06	1.3415E-06	8.33604E-08	2.50038E-07	1.79487E-08	0	0	4.94514E-08
20	CST5	5.95904E-06	1.63154E-06	5.92366E-07	3.19364E-07	3.73514E-06	4.94888E-08	1.55954E-06	1.35209E-06	1.55954E-06	1.35209E-06	8.30088E-08	2.18402E-07	1.79536E-08	0	0	4.94888E-08
20	CST7	6.26972E-06	1.54671E-06	6.0368E-07	3.47989E-07	4.11933E-06	6.9799E-08	1.98844E-06	1.52001E-06	1.98844E-06	1.52001E-06	1.24071E-07	2.04553E-07	1.93646E-08	0	0	6.9799E-08
20	CST8	5.41661E-06	1.51222E-06	4.49139E-07	2.52653E-07	3.45525E-06	7.12043E-08	1.59067E-06	1.20536E-06	1.59067E-06	1.20536E-06	8.33385E-08	1.57189E-07	1.2125E-08	0	0	7.12043E-08
20	CST9	6.86573E-06	1.88771E-06	6.28532E-07	3.13427E-07	4.34949E-06	1.01737E-07	1.37365E-06	1.0387E-06	1.4577E-06	1.12592E-06	4.38149E-08	2.52085E-07	1.75269E-08	0	0	1.01737E-07
20	CST9L	5.40346E-06	1.61719E-06	4.97893E-07	2.75467E-07	3.28838E-06	2.99629E-08	1.23844E-06	9.0052E-07	1.23844E-06	9.03435E-07	8.07586E-08	1.77941E-07	1.67678E-08	0	0	2.99629E-08
20	CSTF1	2.13946E-05	6.13719E-06	1.81167E-06	9.28899E-07	1.34458E-05	3.82772E-06	1.23372E-05	1.12749E-05	1.23388E-05	1.12986E-05	2.05972E-07	7.06218E-07	1.67095E-08	5.68266E-06	3.01044E-06	6.49995E-06
20	CSTL1	6.0925E-06	1.68027E-06	8.74961E-07	4.48327E-07	3.53727E-06	3.22192E-08	1.65893E-06	1.42474E-06	1.65893E-06	1.42474E-06	8.37624E-08	3.41307E-07	2.32579E-08	0	0	3.22192E-08
20	CTCFL	3.98192E-05	1.08394E-05	3.59142E-06	1.98398E-06	2.53883E-05	1.18371E-06	1.12019E-05	1.00898E-05	1.12019E-05	1.01007E-05	5.67256E-07	1.28596E-06	1.30764E-07	0	0	1.18371E-06
20	CTNNBL1	2.69841E-05	6.99691E-06	2.71082E-06	1.70834E-06	1.72764E-05	9.31215E-07	1.61208E-05	1.47224E-05	1.61208E-05	1.47224E-05	8.86911E-07	8.0198E-07	1.94486E-08	0	0	9.31215E-07
20	CTSA	2.57407E-05	7.55228E-06	2.42594E-06	1.42643E-06	1.57624E-05	8.06497E-06	1.25684E-05	1.04182E-05	1.2618E-05	1.06271E-05	6.06864E-07	7.99611E-07	1.99523E-08	0	0	8.06497E-06
20	CTSZ	1.82603E-05	5.7171E-06	1.15222E-06	6.35441E-07	1.13909E-05	2.86647E-06	8.09154E-06	7.10651E-06	8.0959E-06	7.14735E-06	2.10248E-07	4.13419E-07	1.17745E-08	0	0	2.86647E-06
20	CYP24A1	2.68555E-05	7.92155E-06	2.27558E-06	1.26024E-06	1.66584E-05	5.16868E-06	1.29709E-05	1.15421E-05	1.29709E-05	1.15554E-05	4.29604E-07	8.12268E-07	1.83717E-08	0	0	5.16868E-06
20	DBNDD2	1.71832E-05	5.11326E-06	1.44223E-06	8.54579E-07	1.06277E-05	1.08998E-08	6.91625E-06	5.71487E-06	6.91625E-06	5.71487E-06	3.49914E-07	4.70119E-07	3.45459E-08	0	0	1.08998E-08
20	DDRGK1	1.86737E-05	4.57802E-06	1.93946E-06	1.05955E-06	1.21562E-05	1.13615E-06	1.05829E-05	9.51392E-06	1.05829E-05	9.51392E-06	3.36288E-07	7.03923E-07	1.93436E-08	0	0	1.13615E-06
20	DDX27	4.07775E-05	1.06073E-05	4.61094E-06	2.5461E-06	2.55593E-05	3.7219E-06	2.05541E-05	1.86636E-05	2.06134E-05	1.87803E-05	8.75254E-07	1.65188E-06	1.89675E-08	2.22687E-06	5.0068E-07	5.4481E-06
20	DEFB115	2.80239E-06	7.90047E-07	2.66405E-07	1.51384E-07	1.74594E-06	0	3.43061E-07	1.05956E-07	3.43061E-07	1.05956E-07	4.05082E-08	9.20164E-08	1.88594E-08	0	0	0
20	DEFB116	3.65854E-06	9.4946E-07	5.04432E-07	2.56077E-07	2.20465E-06	9.72029E-08	7.99756E-07	6.11474E-07	8.04209E-07	6.15926E-07	4.19799E-08	1.98684E-07	1.5413E-08	0	0	9.72029E-08
20	DEFB118	4.57619E-06	1.16748E-06	6.10376E-07	3.09001E-07	2.79834E-06	9.75602E-08	9.2381E-07	7.08831E-07	9.2381E-07	7.08831E-07	4.19801E-08	2.411E-07	2.59207E-08	0	0	9.75602E-08
20	DEFB119	6.56896E-06	1.26905E-06	8.68727E-07	4.42326E-07	4.43118E-06	2.72874E-07	2.72712E-06	2.28944E-06	2.72712E-06	2.28944E-06	6.05972E-08	3.4112E-07	4.06087E-08	0	0	2.72874E-07
20	DEFB121	2.52075E-06	6.30703E-07	2.6773E-07	1.67461E-07	1.62232E-06	1.36429E-07	8.22052E-07	6.62895E-07	8.22052E-07	6.62895E-07	6.79477E-08	8.0215E-08	1.92984E-08	0	0	1.36429E-07
20	DEFB123	2.45179E-06	5.84515E-07	3.14677E-07	1.70225E-07	1.5526E-06	1.43877E-07	1.10323E-06	9.29877E-07	1.10323E-06	9.29877E-07	4.19142E-08	1.15561E-07	1.27504E-08	0	0	1.43877E-07
20	DEFB124	2.96839E-06	9.06509E-07	2.45271E-07	1.42427E-07	1.81661E-06	1.23977E-07	1.37443E-06	1.27875E-06	1.37443E-06	1.27875E-06	4.11252E-08	8.22751E-08	1.90267E-08	0	0	1.23977E-07
20	DEFB125	6.00429E-06	1.36928E-06	9.24685E-07	4.41023E-07	3.71033E-06	1.45841E-07	1.27836E-06	8.97636E-07	1.27836E-06	8.97636E-07	4.20206E-08	3.8693E-07	1.20721E-08	0	0	1.45841E-07
20	DEFB126	4.56694E-06	1.27684E-06	2.96359E-07	1.63513E-07	2.99374E-06	9.19035E-08	9.16851E-07	6.00976E-07	9.16851E-07	6.00976E-07	4.18738E-08	1.06276E-07	1.53631E-08	0	0	9.19035E-08
20	DEFB127	3.27278E-06	8.24071E-07	2.9305E-07	1.6437E-07	2.15566E-06	8.31033E-08	7.10582E-07	4.74301E-07	7.15628E-07	4.857E-07	4.30239E-08	1.02944E-07	1.84025E-08	0	0	8.31033E-08
20	DEFB128	2.92138E-06	8.31206E-07	2.14856E-07	1.25486E-07	1.87532E-06	1.42996E-07	9.5937E-07	7.80791E-07	9.5937E-07	7.99528E-07	4.13786E-08	7.14955E-08	1.26122E-08	0	0	1.42996E-07
20	DEFB129	5.91215E-06	1.51601E-06	4.08322E-07	2.11991E-07	3.98782E-06	1.0284E-07	1.56386E-06	1.19644E-06	1.56386E-06	1.19644E-06	4.1308E-08	1.57065E-07	1.36187E-08	0	0	1.0284E-07
20	DEFB132	4.00137E-06	1.26543E-06	3.36413E-07	1.831E-07	2.39953E-06	8.11236E-08	5.29297E-07	3.89161E-07	5.29297E-07	3.89161E-07	4.20666E-08	1.22651E-07	1.83827E-08	0	0	8.11236E-08
20	DHX35	3.29268E-05	8.86056E-06	3.94134E-06	2.30629E-06	2.01249E-05	2.21343E-06	1.86127E-05	1.71209E-05	1.86127E-05	1.71209E-05	9.80634E-07	1.30804E-06	1.76175E-08	0	0	2.21343E-06
20	DIDO1	0.000132191	4.1448E-05	9.0288E-06	4.32488E-06	8.17137E-05	1.86632E-06	5.16805E-05	4.63325E-05	5.16805E-05	4.63392E-05	5.12902E-07	3.76313E-06	4.88464E-08	0	0	1.86632E-06
20	DLGAP4	6.02963E-05	1.84524E-05	3.44368E-06	1.82591E-06	3.84002E-05	3.60826E-06	3.3232E-05	2.90343E-05	3.32372E-05	2.91384E-05	5.14913E-07	1.29422E-06	1.67769E-08	0	0	3.60826E-06
20	DNAJC5	1.30042E-05	4.88675E-06	7.46924E-07	4.1877E-07	7.37054E-06	2.11161E-06	7.02062E-06	6.30587E-06	7.02062E-06	6.30812E-06	1.43572E-07	2.62524E-07	1.26738E-08	1.11297E-06	7.42064E-07	2.48252E-06
20	DNMT3B	4.87194E-05	1.34001E-05	5.73073E-06	3.07314E-06	2.95886E-05	2.1996E-05	2.56121E-05	2.37289E-05	2.74084E-05	2.67811E-05	9.22422E-07	2.12607E-06	2.46428E-08	4.76233E-06	4.24473E-06	2.25136E-05
20	DNTTIP1	1.74779E-05	4.30092E-06	1.90708E-06	1.13682E-06	1.12699E-05	6.04228E-08	1.04442E-05	9.44557E-06	1.04442E-05	9.44557E-06	5.03837E-07	6.16213E-07	1.677E-08	6.64191E-07	4.29595E-08	6.81655E-07
20	DOK5	1.75373E-05	4.42907E-06	1.94579E-06	1.07004E-06	1.11624E-05	4.20561E-06	9.14153E-06	8.64747E-06	9.15927E-06	8.70298E-06	3.31385E-07	7.00604E-07	3.80462E-08	0	0	4.20561E-06
20	DPH3P1	3.35847E-06	1.12406E-06	2.1158E-07	1.06972E-07	2.02283E-06	0	0	0	0	0	0	8.36862E-08	2.32861E-08	0	0	0
20	DPM1	1.32082E-05	3.03165E-06	1.78727E-06	1.01228E-06	8.38927E-06	3.10161E-06	6.6122E-06	5.94142E-06	6.61672E-06	5.95116E-06	3.73916E-07	6.19992E-07	1.83737E-08	0	0	3.10161E-06
20	DSN1	1.33184E-05	3.14156E-06	1.77506E-06	1.05571E-06	8.40175E-06	0	6.01939E-06	5.31181E-06	6.01939E-06	5.31181E-06	4.60124E-07	5.75477E-07	2.01078E-08	0	0	0
20	DSTN	5.3953E-06	1.10135E-06	4.87839E-07	3.19932E-07	3.80611E-06	4.54805E-07	3.47954E-06	2.86106E-06	3.47954E-06	2.86725E-06	1.65153E-07	1.34326E-07	2.04527E-08	0	0	4.54805E-07
20	DTD1	1.39006E-05	3.88878E-06	1.24041E-06	6.86763E-07	8.77145E-06	2.0619E-06	6.11164E-06	5.66146E-06	6.11164E-06	5.66146E-06	2.0652E-07	4.42915E-07	3.73288E-08	0	0	2.0619E-06
20	DUSP15	2.61287E-05	7.70968E-06	1.70233E-06	1.09298E-06	1.67167E-05	2.34226E-06	1.23547E-05	1.04783E-05	1.24487E-05	1.06464E-05	5.71185E-07	4.87475E-07	3.4322E-08	0	0	2.34226E-06
20	DYNLRB1	7.36315E-06	1.85014E-06	8.24005E-07	4.63813E-07	4.68901E-06	2.08191E-08	3.07456E-06	2.73289E-06	3.07456E-06	2.73289E-06	1.42179E-07	2.88153E-07	3.34802E-08	6.36919E-09	0	2.71883E-08
20	DZANK1	3.05458E-05	8.09884E-06	3.21885E-06	1.9608E-06	1.92282E-05	2.99972E-06	1.1518E-05	9.52267E-06	1.15243E-05	9.56099E-06	9.36859E-07	1.00644E-06	1.74914E-08	0	0	2.99972E-06
20	E2F1	2.93259E-05	1.00742E-05	1.25361E-06	7.08373E-07	1.79981E-05	2.35299E-06	1.34856E-05	1.17342E-05	1.35064E-05	1.17859E-05	2.5284E-07	4.36191E-07	1.9342E-08	2.85757E-07	1.15649E-07	2.5231E-06
20	EBF4	4.53202E-05	1.54901E-05	2.39613E-06	1.45756E-06	2.7434E-05	2.53091E-06	2.60023E-05	2.41912E-05	2.60023E-05	2.41981E-05	6.94092E-07	7.50854E-07	1.26107E-08	3.70231E-07	7.42464E-08	2.82689E-06
20	EDEM2	2.79845E-05	8.37348E-06	2.74899E-06	1.46437E-06	1.68621E-05	4.84874E-06	1.48881E-05	1.36475E-05	1.48881E-05	1.36475E-05	4.17673E-07	1.0277E-06	1.89984E-08	0	0	4.84874E-06
20	EDN3	1.2751E-05	3.79761E-06	9.66984E-07	5.46439E-07	7.98644E-06	2.58495E-06	3.8735E-06	3.20376E-06	4.00578E-06	3.5034E-06	1.64248E-07	3.36436E-07	4.57545E-08	0	0	2.58495E-06
20	EEF1A2	3.34484E-05	1.17147E-05	1.2222E-06	7.65086E-07	2.05116E-05	9.40977E-06	1.99655E-05	1.92847E-05	1.99693E-05	1.93097E-05	3.81905E-07	3.65689E-07	1.74916E-08	1.59944E-05	9.00001E-06	1.64042E-05
20	EFCAB8	5.6464E-05	1.62714E-05	4.40256E-06	2.55237E-06	3.57901E-05	0	1.3516E-05	9.19483E-06	1.3516E-05	9.19483E-06	1.05544E-06	1.48015E-06	1.67766E-08	0	0	0
20	EIF2S2	1.25991E-05	2.97032E-06	1.98322E-06	1.07038E-06	7.64556E-06	1.06685E-06	7.16355E-06	6.50659E-06	7.16355E-06	6.50659E-06	3.27456E-07	7.3027E-07	1.26524E-08	2.621E-06	8.00289E-07	2.88756E-06
20	EIF6	1.56644E-05	3.88234E-06	1.35333E-06	7.14054E-07	1.04288E-05	3.7742E-06	8.47886E-06	6.96745E-06	8.47886E-06	6.98373E-06	1.85844E-07	5.11419E-07	1.67912E-08	0	0	3.7742E-06
20	ELMO2	3.23142E-05	7.88071E-06	4.14751E-06	2.44571E-06	2.0286E-05	6.80538E-07	1.85978E-05	1.67398E-05	1.85978E-05	1.67398E-05	1.06744E-06	1.36144E-06	1.68295E-08	2.43849E-06	2.51566E-07	2.86746E-06
20	EMILIN3	4.17229E-05	1.21391E-05	2.33314E-06	1.17677E-06	2.72506E-05	1.61173E-06	1.76981E-05	1.5333E-05	1.77077E-05	1.53646E-05	2.32301E-07	9.25098E-07	1.93681E-08	0	0	1.61173E-06
20	ENTPD6	2.81521E-05	8.23002E-06	2.16155E-06	1.35572E-06	1.77605E-05	1.4335E-06	1.07097E-05	9.44355E-06	1.07097E-05	9.44355E-06	6.68358E-07	6.44669E-07	4.26895E-08	0	0	1.4335E-06
20	EPB41L1	4.51024E-05	1.27725E-05	3.07979E-06	1.88911E-06	2.92501E-05	1.50455E-05	2.53852E-05	2.25113E-05	2.54388E-05	2.27556E-05	9.17231E-07	9.52542E-07	1.934E-08	2.43985E-06	2.37499E-06	1.51104E-05
20	EPPIN	5.22563E-06	8.90634E-07	1.04082E-06	6.11913E-07	3.29419E-06	6.87443E-07	1.24522E-06	1.05353E-06	1.25305E-06	1.06313E-06	2.31801E-07	3.43122E-07	3.69896E-08	0	0	6.87443E-07
20	EPPIN-WFDC6	7.21632E-06	1.47454E-06	1.15693E-06	6.74696E-07	4.58485E-06	8.35308E-07	1.80972E-06	1.39328E-06	1.8456E-06	1.43723E-06	2.53868E-07	3.85785E-07	3.50431E-08	0	0	8.35308E-07
20	ERGIC3	1.94905E-05	5.69039E-06	2.14847E-06	1.33056E-06	1.16517E-05	2.15092E-06	1.08715E-05	1.00164E-05	1.08715E-05	1.00164E-05	6.5645E-07	6.54328E-07	1.97834E-08	9.38593E-10	9.38593E-10	2.15092E-06
20	ESF1	2.95462E-05	7.12374E-06	3.23049E-06	1.73428E-06	1.91919E-05	1.86441E-06	1.38524E-05	1.27211E-05	1.38524E-05	1.27211E-05	5.18331E-07	1.19697E-06	1.89861E-08	0	0	1.86441E-06
20	EYA2	2.83768E-05	8.88745E-06	2.24154E-06	1.34281E-06	1.72478E-05	1.22438E-05	1.48735E-05	1.36224E-05	1.49827E-05	1.39842E-05	6.00042E-07	7.18984E-07	2.37818E-08	5.32429E-06	5.25168E-06	1.23164E-05
20	FAM110A	2.26439E-05	6.5721E-06	1.02323E-06	4.86394E-07	1.50486E-05	6.72138E-07	1.20702E-05	1.08291E-05	1.20702E-05	1.08291E-05	3.89723E-08	4.29468E-07	1.79537E-08	2.58668E-06	4.29983E-07	2.82884E-06
20	FAM209A	7.63783E-06	1.98157E-06	8.64337E-07	4.16655E-07	4.79192E-06	0	1.99256E-06	1.45427E-06	1.99256E-06	1.45427E-06	4.19167E-08	3.58146E-07	1.65919E-08	0	0	0
20	FAM209B	7.20532E-06	1.95754E-06	8.39603E-07	4.0573E-07	4.40817E-06	0	1.76824E-06	1.35412E-06	1.76824E-06	1.35412E-06	4.20146E-08	3.47098E-07	1.66169E-08	0	0	0
20	FAM210B	1.11879E-05	3.57691E-06	5.74402E-07	3.09123E-07	7.03659E-06	2.8183E-07	4.67919E-06	3.67367E-06	4.67919E-06	3.67367E-06	8.48037E-08	2.12223E-07	1.20966E-08	0	0	2.8183E-07
20	FAM217B	1.49593E-05	4.04015E-06	1.76534E-06	8.05149E-07	9.15381E-06	3.9789E-08	4.47835E-06	3.6526E-06	4.47835E-06	3.6526E-06	1.85433E-08	7.68155E-07	1.84517E-08	0	0	3.9789E-08
20	FAM83C	3.83404E-05	1.03836E-05	2.11406E-06	1.01885E-06	2.58428E-05	0	1.68937E-05	1.49243E-05	1.68937E-05	1.49243E-05	1.24656E-07	8.76172E-07	1.80207E-08	0	0	0
20	FAM83D	3.31151E-05	1.06324E-05	2.1532E-06	1.0357E-06	2.03295E-05	9.07154E-08	1.49342E-05	1.34037E-05	1.49342E-05	1.34037E-05	1.27427E-07	8.94E-07	1.42722E-08	1.22898E-06	0	1.3197E-06
20	FASTKD5	2.81464E-05	6.96432E-06	2.97986E-06	1.33367E-06	1.82022E-05	7.78391E-08	9.37608E-06	8.27317E-06	9.37608E-06	8.27317E-06	0	1.31695E-06	1.67213E-08	0	0	7.78391E-08
20	FERMT1	2.85137E-05	8.0071E-06	3.02563E-06	1.66201E-06	1.74809E-05	5.85889E-06	1.45467E-05	1.31781E-05	1.45997E-05	1.33538E-05	5.55719E-07	1.0909E-06	1.53991E-08	0	0	5.85889E-06
20	FITM2	1.32732E-05	4.0212E-06	9.81602E-07	4.69058E-07	8.2704E-06	1.26525E-06	6.05636E-06	5.16739E-06	6.05636E-06	5.16739E-06	4.06838E-08	4.10035E-07	1.83389E-08	0	0	1.26525E-06
20	FKBP1A	6.21118E-06	1.1013E-06	9.46721E-07	5.4113E-07	4.16316E-06	1.22279E-06	3.31808E-06	2.84659E-06	3.31808E-06	2.86385E-06	1.67562E-07	3.24473E-07	4.90958E-08	1.59418E-06	7.64936E-07	2.05203E-06
20	FLRT3	2.4151E-05	5.71512E-06	2.35109E-06	1.06963E-06	1.60848E-05	1.56166E-06	1.17161E-05	1.02015E-05	1.17161E-05	1.02072E-05	1.76277E-08	1.02517E-06	2.68359E-08	0	0	1.56166E-06
20	FNDC11	2.04236E-05	6.27453E-06	1.31688E-06	6.04921E-07	1.28322E-05	0	7.95388E-06	6.43877E-06	7.95388E-06	6.43877E-06	1.86067E-08	5.69567E-07	1.67469E-08	0	0	0
20	FOXA2	3.52061E-05	1.33711E-05	1.37304E-06	6.40088E-07	2.0462E-05	7.17398E-06	1.57551E-05	1.28913E-05	1.60746E-05	1.34353E-05	4.19189E-08	5.86358E-07	1.18118E-08	0	0	7.17398E-06
20	FOXS1	1.83476E-05	5.12454E-06	7.75525E-07	3.52254E-07	1.24476E-05	6.66484E-06	8.29948E-06	7.56412E-06	8.42984E-06	7.95287E-06	0	3.38617E-07	1.36368E-08	0	0	6.66484E-06
20	GATA5	3.17393E-05	1.12994E-05	1.57336E-06	8.39588E-07	1.88665E-05	1.77065E-05	1.36275E-05	1.19941E-05	1.79967E-05	1.79014E-05	2.34603E-07	5.87015E-07	1.79705E-08	3.28098E-06	3.18442E-06	1.78031E-05
20	GCNT7	1.23353E-07	0	1.23353E-07	1.23353E-07	0	0	0	0	0	0	1.23353E-07	0	0	0	0	0
20	GDAP1L1	2.15781E-05	6.9583E-06	1.15764E-06	6.39998E-07	1.34622E-05	7.56366E-06	1.19406E-05	1.07987E-05	1.22891E-05	1.17435E-05	2.07959E-07	4.14111E-07	1.79271E-08	0	0	7.56366E-06
20	GDF5	2.90405E-05	3.27092E-06	3.40457E-06	1.55148E-06	2.2365E-05	5.01411E-06	1.46546E-05	1.32278E-05	1.46978E-05	1.3335E-05	4.26063E-08	1.48247E-06	2.64054E-08	2.17679E-06	1.22825E-06	5.96265E-06
20	GDF5OS	2.03273E-05	5.59E-07	2.80061E-06	1.27637E-06	1.69677E-05	4.57678E-06	1.0922E-05	1.01178E-05	1.09632E-05	1.02117E-05	1.84796E-08	1.21939E-06	3.84945E-08	1.90166E-06	1.15409E-06	5.32435E-06
20	GFRA4	2.74145E-05	7.8179E-06	1.46063E-06	7.52621E-07	1.8136E-05	1.2143E-06	1.17183E-05	9.44567E-06	1.17499E-05	9.47827E-06	1.65955E-07	5.66408E-07	2.02585E-08	0	0	1.2143E-06
20	GGT7	4.01522E-05	1.28953E-05	2.81299E-06	1.59916E-06	2.44439E-05	3.58802E-07	2.21609E-05	1.98129E-05	2.21609E-05	1.98129E-05	5.87118E-07	9.71069E-07	4.09692E-08	4.72489E-06	1.44214E-07	4.93948E-06
20	GGTLC1	1.27798E-05	4.16458E-06	6.38959E-07	4.09623E-07	7.97627E-06	2.17909E-07	4.73164E-06	3.71431E-06	4.73164E-06	3.71431E-06	2.05783E-07	1.83469E-07	2.03715E-08	0	0	2.17909E-07
20	GHRH	4.883E-06	9.97394E-07	5.95062E-07	3.46987E-07	3.29054E-06	0	2.595E-06	2.26699E-06	2.595E-06	2.26699E-06	1.25259E-07	1.9846E-07	2.32668E-08	0	0	0
20	GID8	1.11879E-05	2.95852E-06	1.36011E-06	6.93982E-07	6.86929E-06	1.79335E-06	6.38243E-06	5.88253E-06	6.38243E-06	5.88253E-06	1.42047E-07	5.32906E-07	1.90294E-08	3.17266E-06	1.73726E-06	3.22875E-06
20	GINS1	9.57864E-06	2.14019E-06	1.90417E-06	1.05666E-06	5.53429E-06	4.09065E-07	4.84495E-06	4.37971E-06	4.84495E-06	4.37971E-06	3.52775E-07	6.78006E-07	2.58788E-08	0	0	4.09065E-07
20	GMEB2	3.32057E-05	1.14182E-05	1.59767E-06	9.18857E-07	2.01898E-05	3.28292E-06	1.58247E-05	1.37214E-05	1.58247E-05	1.37239E-05	3.56777E-07	5.43052E-07	1.90282E-08	2.40897E-07	1.54967E-07	3.36885E-06
20	GNAS	8.98726E-05	1.40388E-05	6.73395E-06	3.44201E-06	6.90999E-05	1.52583E-05	4.49674E-05	3.64658E-05	4.64927E-05	3.82139E-05	7.47251E-07	2.63355E-06	6.12062E-08	9.78082E-06	9.00252E-06	1.60366E-05
20	GNRH2	6.10806E-06	1.57617E-06	1.10293E-06	5.6572E-07	3.42895E-06	4.8695E-08	1.99646E-06	1.54249E-06	1.99646E-06	1.54249E-06	1.18347E-07	4.2977E-07	1.76031E-08	0	0	4.8695E-08
20	GPCPD1	2.4808E-05	6.17644E-06	2.67266E-06	1.61618E-06	1.59589E-05	1.75194E-06	1.28579E-05	1.09832E-05	1.29236E-05	1.1181E-05	7.52621E-07	8.45187E-07	1.83688E-08	0	0	1.75194E-06
20	GSS	2.17175E-05	5.52831E-06	2.68701E-06	1.48128E-06	1.35021E-05	8.85184E-06	1.16018E-05	1.04112E-05	1.16408E-05	1.07279E-05	4.99123E-07	9.64587E-07	1.75682E-08	0	0	8.85184E-06
20	GTSF1L	6.33864E-06	1.99318E-06	5.46521E-07	2.50458E-07	3.79894E-06	2.41575E-07	2.40588E-06	2.12062E-06	2.40588E-06	2.12062E-06	0	2.3685E-07	1.36082E-08	0	0	2.41575E-07
20	GZF1	3.53916E-05	9.2372E-06	2.37137E-06	1.17399E-06	2.3783E-05	1.95481E-06	1.66262E-05	1.5013E-05	1.66262E-05	1.50275E-05	1.78664E-07	9.57902E-07	3.74241E-08	1.91243E-07	1.32006E-07	2.01404E-06
20	HAO1	1.59814E-05	4.28255E-06	1.38147E-06	7.85124E-07	1.03174E-05	1.6714E-06	8.72891E-06	7.82965E-06	8.72891E-06	7.82965E-06	2.88719E-07	4.77074E-07	1.93309E-08	0	0	1.6714E-06
20	HCK	2.87029E-05	7.8475E-06	3.12521E-06	1.72406E-06	1.77302E-05	5.69895E-06	1.51243E-05	1.40594E-05	1.51367E-05	1.41059E-05	5.76637E-07	1.12092E-06	2.64953E-08	0	0	5.69895E-06
20	HELZ2	0.000177437	5.56596E-05	7.74191E-06	3.85962E-06	0.000114036	2.46803E-05	6.3661E-05	5.43152E-05	6.39974E-05	5.54136E-05	7.37058E-07	3.10583E-06	1.67346E-08	0	0	2.46803E-05
20	HM13	2.32022E-05	7.27703E-06	1.51427E-06	9.73523E-07	1.44109E-05	5.05249E-07	1.37229E-05	1.24043E-05	1.37229E-05	1.24043E-05	4.77561E-07	4.326E-07	6.33619E-08	2.90537E-07	3.82264E-08	7.57559E-07
20	HNF4A	3.2806E-05	9.81488E-06	2.58335E-06	1.41008E-06	2.04077E-05	1.26475E-05	1.60814E-05	1.47996E-05	1.63096E-05	1.53576E-05	4.40673E-07	9.38616E-07	3.07881E-08	2.802E-06	2.78913E-06	1.26603E-05
20	HRH3	3.17245E-05	1.0929E-05	1.54641E-06	7.43986E-07	1.92491E-05	1.87855E-06	1.46299E-05	1.38906E-05	1.46299E-05	1.3894E-05	8.4443E-08	6.41942E-07	1.76005E-08	5.06458E-06	2.49471E-07	6.69365E-06
20	HSPA12B	5.31635E-05	1.69781E-05	2.65193E-06	1.45549E-06	3.35334E-05	6.21134E-07	3.03843E-05	2.78952E-05	3.03843E-05	2.78952E-05	4.81574E-07	9.57153E-07	1.67664E-08	4.42545E-06	2.80047E-07	4.76654E-06
